id,batch,longDescription,country,tags,status
620,W14,"SketchDeck is your always ready design team. We give you 24/7 access to high quality, on brand design for all your marketing, sales and communication needs. We're built for the quality, scale and speed modern teams demand.",United States of America,,Acquired
618,W14,"Rocketrip cuts a company’s travel costs by incentivizing employees to spend less on their trips. When employees get to keep a portion of the savings they generate, they start to treat the company’s money like it’s their own. 

Rocketrip’s software combines real-time travel prices, company policy, and a suite of patented algorithms to set customized budgets and predict what a trip should cost. Business travelers beat their budgets by making cost-conscious choices like booking in advance, selecting a cheaper hotel, or staying with friends. The company saves money, and the employee earns actual rewards. 

Rocketrip provides comprehensive reporting and seamlessly integrates into any existing corporate and expense technology stack. If you want to rein in business travel costs while improving corporate culture, visit rocketrip.com",United States of America,"['Fintech', 'Travel', 'Enterprise Software']",Acquired
617,W14,"Rickshaw is a local delivery platform that partners with courier companies and delivers several goods, including laundry, gifts, office snacks, and meal subscriptions. It uses algorithms and mobile apps to dispatch, route, and track customer locations. The service is available from Monday to Friday from 7.00 a.m. to 10.00 p.m.

Rickshaw was launched by Divya Bhat and Gautam Jayaraman.",United States of America,"['Delivery', 'Logistics', 'API']",Acquired
614,W14,"PipelineDB is an open-source PostgreSQL extension that enables realtime reporting use cases by continuously aggregating large streams of time series data down into summary data. It shines the most at larger scales, where storing lots of raw time-series data and aggregating it over and over again becomes inefficient. The amount of value that PipelineDB adds is directly proportional to the amount of continuous aggregation that an analytics use case can benefit from. PipelineDB should be used for analytics use cases that only require summary data, like realtime reporting dashboards. PipelineDB is not a good fit for exploratory analytics on siloed datasets.
",United States of America,"['Open Source', 'Time Series']",Acquired
612,W14,"LiftIgniter uses cutting edge data science to help publishers and retailers optimize their websites and mobile apps in real-time. Machine learning personalization puts the perfect piece of ""content""​ (video, article, item to buy) in front the user at the exact moment when they are most likely to engage or convert - no tags or manual work required. 

The machine learns and updates itself so that's it's always perfectly in sync with your users and your ""content.""​ We average 50% improvements in CTR, engagement and conversation - with only a day's work on your part. Imagine creating a truly dynamic, real-time digital property that enables the perfect experience for that user impression at that moment in time. That is LiftIgniter! 

Our team of PhDs has direct experience building state-of-the-art personalization systems at the petabyte scale for some of the largest companies on the planet. Unless you plan on hiring your own team with deep experience (not likely since very few people with that experience exist), you should contact us to talk about how we can supercharge your digital experiences.",United States of America,"['Machine Learning', 'Personalization']",Acquired
610,W14,"StackLead automatically analyzes sales leads. 

Starting with only an email address, we pull together all the research a sales rep needs to understand a lead and their business. With this information, sales teams close more deals because they can effectively tailor their messaging and they don't have to spend time manually researching every new lead.

You can access StackLead research wherever you need it. If you already have an internal email when a user signs up, you can forward it to StackLead and we'll reply with a complete research report. We also provide a Salesforce integration (stacklead.com/blog/qualifying-leads-in-salesforce-with-stacklead/) and webhooks API (stacklead.com/docs).

Get started at stacklead.com or contact us at team@stacklead.com",United States of America,['Sales Enablement'],Acquired
606,W14,"We create a positive customer experience through real time call verification technology.

Fraudsters cost businesses time and money, and make life more difficult on real customers - whether that’s outright stealing cash or slowing down the phone call authentication process. Next Caller helps businesses fight criminals, not customers, by safely passing through legitimate callers and identifying suspicious interactions. Using VeriCall™, businesses have the opportunity to stop phone fraud before it starts.  With our real-time RESTful API, Next Caller verifies good callers and detects spoofed calls to make your business Spoof Proof™ - flagging high-risk calls within milliseconds of the first ring.  Based on this threat-level analysis of every call, a business can decide how to handle the customer or criminal on the other end of the line.",United States of America,,Acquired
604,W14,"Motionlead empowers advertisers and publishers to reach their audience through a unique advertising experience thanks to transparent, animated and interactive ads that come on top of native and web apps without stopping user navigation",France,['Advertising'],Acquired
599,W14,"Stop break-ins before they happen. Kuna is the first effective break-in prevention solution for home security. Kuna is a smart Wi-Fi camera and video intercom built into an elegant outdoor light. It detects people at your door and lets you see and interact with them through your smartphone. Think of it as a digital doorman. And the best part, it's super easy to install. No need to run power wires or drill holes. Just replace your old light fixture.

Check us out at www.getkuna.com, spread the word and help us bring Kuna to the world. Thanks.",United States of America,"['Smart Home Assistants', 'IoT', 'Security']",Acquired
598,W14,"Kimono Labs lets people turn websites into structured APIs from their browsers in seconds.
We are based in San Francisco, California and graduated from the Y Combinator startup accelerator. Our main product, a bookmarklet or chrome extension, enables users to scrape and crawl websites without any programming required.",United States of America,['APIs'],Acquired
594,W14,"Eventjoy is a mobile-first ticketing company that is redefining how people organize and experience events. Organizers all around the world use Eventjoy to plan everything from conferences to happy hours. They're building technology to make event organizing a breeze, with a focus on mobile to enhance the event day experience.",United States of America,['Ticketing'],Acquired
581,W14,"Fight chargeback fraud. Save time and money.

Chargebacks are tedious to rebut yet costly to ignore. Revenue lost from chargebacks can be won back, but the dispute process is time-consuming and inefficient. With one simple integration, Chargehound automates your entire dispute process. You can respond to all your chargebacks — instantly.

Let us do the work — as soon as you receive a dispute, Chargehound will create and submit a comprehensive, customized response on your behalf. Instead of spending hours compiling disputes, you can focus on more impactful goals, like minimizing your chargebacks and maximizing your win rate. 

Get started for free by making an account at www.Chargehound.com!",United States of America,"['FinOps', 'Fintech']",Acquired
575,W14,"Two Tap is the first e-commerce gateway built to make online shopping experiences seamless across the entire web. 

Its robust platform, which incorporates a set of intelligence tools, eliminates the friction caused by today’s multi-channel path to purchase. 

With Two Tap, shoppers can order products from retailers, directly inside apps and across all devices and operating systems without lengthy checkout processes. 

For publishers and mobile app developers, Two Tap offers a single API that sets new reliability standards with a guarantee to never lose an order. 

Founded in 2012 with headquarters in San Francisco, Two Tap is a Y Combinator company backed by Khosla Ventures, Green Visor Capital, Initialized Capital, SV Angel, Digital Garage and Transmedia Capital. 

For more information, please visit  https://twotap.com/ and follow @TwoTapBuy.",United States of America,"['E-Commerce', 'Retail']",Acquired
573,W14,"Boostable makes advertising easy for sellers and brands on marketplaces. We grow marketplaces by helping their sellers advertise their listings and gather insights. Boostable is a YCombinator company based in San Francisco and funded by SVAngel, 500 Startups and others.",United States of America,"['Marketplace', 'Advertising']",Acquired
572,W14,"Abacus is the only real-time expense management solution to reimburse your team, reconcile corporate cards, and automate your expense policy. By eliminating the month-end expense report, Abacus turns submitting and approving expenses into a delightful, collaborative experience. With our mobile app, you'll quickly submit and approve expenses on the go and reimbursements now happen within days. Abacus syncs with your accounting software and auto-matches transactions for hassle-free bookkeeping.

Come work with us!  We're hiring: abacus.com/about#hiring",United States of America,"['Fintech', 'SaaS', 'Payments', 'B2B']",Acquired
728,S14,"Cognito is the highest converting ID verification system on the market. By starting with just a user's phone number, Cognito can verify their name, date of birth, address, phone, and Social Security Number. The strong link formed between a user and their phone number builds trust while reducing friction.",United States of America,"['Fintech', 'B2B', 'Identity']",Acquired
738,S14,"Unwind Me is making massage and wellness more accessible. We make it easier than ever for anyone to book and receive a high-quality massage, when and where they want, at an affordable price -  with delightful touches that make each appointment a unique experience.",United States of America,['Health & Wellness'],Acquired
736,S14,"Sliced Investing is online platform that provides access to top private investments for financial advisors and accredited investors. Sliced automates all of the previously manual processes associated with making an alternative investment, facilitating electronic signing of subscription documents and streamlined reporting. Sliced's Advisor workstation allows financial advisors a one stop shop for their alternative investments and integrates seamlessly with leading custodians, reporting platforms and file storage systems.",United States of America,"['Crowdfunding', 'Investing']",Acquired
735,S14,"Ravti makes HVAC easier for the Real Estate world.  We track, manager, and procure HVAC for large property owners.  

We manage all your HVAC maintenance programs, emergent repairs, scheduled repairs, capital replacement, capex management, and all the associated headaches that come along with that – multiple bids, procurement, HVAC inventory, warranties.  Your team can start any project with the simple click of a button.  Best of all, we save 18% to 30% for the exact HVAC projects you are spending capital on today.

We're removing the headaches associated with HVAC from the Owner’s perspective while making it the easiest business on the planet for the Vendors that serve you.  

Improve your asset audits and challenge your bottom line - by increasing capex accuracy and staff productivity.  Mechanize the process of bidding, procuring, and overseeing your HVAC operations.  It all starts with Ravti.

We would love to hear from you, so please send us an email at support@ravti.com.  

If you would like to join an intelligent and energetic team who is innovating an antiquated industry, we are hiring!!!  Send us an email: careers@ravti.com",United States of America,"['SaaS', 'IoT']",Acquired
734,S14,"One Codex is a data platform for applied microbial genomics, enabling new and valuable applications in clinical diagnostics, food safety, and biosecurity. Acquired by Invitae (NVTA) in February 2021. Spun out as an independent company in September 2022.",United States of America,"['Biotech', 'Diagnostics', 'Genomics']",Acquired
722,S14,"We aim to support and promote women who are creating wonderful and beautiful things. We hope to offer a trusted destination that will give you a moment's rest and a bit of laughter in our constantly on-the-go, work-driven world.

Our dream is that every time you want to smile and add a little bit of delight to your day, you come to women.com. And when that smile carries over into the rest of your life and world, you share how good you feel with everyone around you. Pass it on.

Our current website offers a personality quiz platform, trivia quizzes and a closed Q & A community.",United States of America,"[""Women's Health""]",Acquired
717,S14,"Tule helps farmers make irrigation decisions.

Using UC Davis research-based technology, our hardware sensor provides growers with field-scale crop water use measurements (i.e., actual evapotranspiration), crop water stress measurements, applied irrigation measurements, and irrigation recommendations.

Using the latest AI technology and our unprecedented crop water stress dataset, our latest product, Tule Vision, provides growers with the water stress of their plants just by taking a picture with their mobile phone.",United States of America,"['Cellular Agriculture', 'Machine Learning', 'IoT']",Acquired
715,S14,"Payable is the easiest way to manage your external workforce. By simplifying and automating onboarding, payments, and 1099 compliance, Payable consolidates disparate and manual processes, while getting contractors paid faster! 

Payable is backed by Freestyle Capital, Redpoint Ventures, General Catalyst, Moment Ventures, Y Combinator, and others.",United States of America,"['Fintech', 'Payments']",Acquired
704,S14,"Apto Payments provides a white-label, turnkey solution to launch innovative, user-first, card programs. Our technology empowers our customers to issue Visa and Mastercard, physical and virtual, card programs. We have both a developer-first, Instant Issuance Platform, as well as an enterprise solution for bespoke opportunities. ",United States of America,['Fintech'],Acquired
697,S14,"Product Hunt surfaces the best new products, every day. It's a place for product-loving enthusiasts to share and geek out about the latest mobile apps, websites, hardware projects, and tech creations. 

Community members can submit, browse, vote and comment on daily submissions of products and collections of products. They also get the opportunity to interact directly with product creators, investors, journalists, as well as, an active community of people who are passionate about products.",United States of America,"['Community', 'Media']",Acquired
686,S14,"Meet the Replenish Blender, the first self-cleaning appliance that instantly and harmoniously prepares healthy smoothies and snacks. The Replenish Blender mixes health, wellness, and simplicity in under a minute.",United States of America,"['Hardware', 'Consumer', 'Food & Beverage']",Acquired
685,S14,"Listrunner is a service made to share patient information in a highly secure manner between authorized members of a clinical team– physicians, residents, interns, and medical students.
 
Listrunner helps clinicians protect patient information by replacing manual processes, such as printed patient lists, which are untraceable and easily lost. Listrunner offers a secure alternative to unsecure practices, such as the use of SMS messages and camera phones to collect and share patient information between clinicians.",United States of America,['Health Tech'],Acquired
684,S14,"We're Lawn Love, a new type of lawn care service. We’re building a software layer on top of the very large and largely low-tech lawn care market. We solve two core problems:
 
For consumers: Lawn Love is a modern, seamless lawn care experience. Gone are the days of physical, in-person estimates, payments left under the doormat, and spotty service. We use a combination of high-resolution satellite imagery, public and private data sets, and human review to generate a personalized quote for your yard – all in under two minutes and without ever setting foot on your property.
 
From there, you are paired with a skilled lawn pro who will show up and complete the work. You can coordinate everything from your smartphone or web browser, and the entire experience is streamlined and delightful.
 
For lawn pros: We start by bringing a pipeline of new customers straight to your door. No more spending hours hanging door hangers or dealing with snake-oil SEO salespeople. Just pick up whatever jobs you want, fill out your schedule, and you’re good to go. We also handle all the customer service, accounting, and collections; freeing you up to spend less time on the back-office work and more time in the field earning money. And that’s just the start: Our advanced job clustering and routing algorithms help build you much denser routes, allowing you to do up to twice as many jobs per day while slashing your fuel expenses and idle time.
 
In short, we’re democratizing software that was previously only available to large companies in the space, and giving small business owners tools to operate more efficiently and better compete with the big guys.",United States of America,['Marketplace'],Acquired
682,S14,"Kash is a San Francisco-based mobile payment company that clears transactions without interchange or card fees and is guaranteed against chargeback. The company gets rid of credit cards and middle-men that stand between bank accounts and retailers. It uses SecureDebit technology, a direct bank payment method that avoids the credit card network and allows retailers to save 2% to 5% in transaction processing fees. Kash uses its funding received from Draper Associates, Green Visor Capital, and Structure Capital to develop, market, and expand its mobile payments technology.",United States of America,"['Fintech', 'Payments']",Acquired
680,S14,"Impraise empowers your people to accelerate their performance and professional growth with clear direction, alignment, feedback exchange, and recognition.

The Impraise platform offers solutions such as Goal Management, Performance Check-ins, 1:1 meetings, 360 reviews, real-time feedback and coaching.",Netherlands,"['SaaS', 'Human Resources']",Acquired
678,S14,"Hublo (www.hublo.com) is making data-driven marketing simpler. It's a super simple tool, allowing marketers to set-up analytics, monitor precisely what's happening on their website and launch remarketing campaigns without relying on their IT teams.",France,"['Analytics', 'Marketing']",Acquired
676,S14,"Blockspring helps small businesses and merchants integrate APIs into their productivity tools without any code - useful for report automation, lead generation, and building dynamic landing pages. It is recognized by Gartner, wired, BI, and Techcrunch for API data management.",United States of America,['Analytics'],Acquired
675,S14,"You work in government affairs? Keep it all at your fingertips. Every bill. Every meeting. Every report. Every mention. Get more work done.

",United States of America,"['SaaS', 'GovTech', 'B2B']",Acquired
666,S14,"PersistIQ is a free email automation platform to send a small batch of personalized emails.

We help hundreds of small teams (1-200 employees), particularly YC companies, send batches of personalized emails for sales, marketing, and other customer outreach. 

Our platform is simple to set up, allows custom sequence building, A/B testing, and analytics. Our integrations with Salesforce, Copper, and Zapier allow for a streamlined workflow.",United States of America,"['SaaS', 'B2B']",Acquired
665,S14,,United States of America,"['Consumer', 'E-commerce']",Acquired
663,S14,Clara is a human-in-the-loop assistant that helps automate repetitive tasks.,United States of America,['Automation'],Acquired
661,S14,"Get your next car hassle-free.

We’re here to change the used car marketplace. No more headache of combing through web listings and car lots, no more haggling with a dealership. We help you find the best car at the best price, period.

Tell us what car you’re looking for, and we’ll find you the best pre-owned vehicle for the lowest possible price. Once we’ve landed your car, we’ll inspect it, detail it, and deliver it to you. We pride ourselves on the very best quality, and back it with a 7-day money-back guarantee. Let us know what you're looking for and we'll bring you a great car.",United States of America,['Marketplace'],Acquired
659,S14,"We make enterprise software for crypto.

Our leading product is a Bitcoin ATM. Customers have converted over $1B USD of cash into Bitcoin at our network.",Canada,"['Fintech', 'Crypto / Web3']",Acquired
655,S14,"Parenthoods is a community platform for local parents to meet up, share advice, and help each other conquer one of life’s most craziest rides…parenthood.",United States of America,['Community'],Acquired
652,S14,,,['Messaging'],Acquired
853,W15,"We are a B2B medical device and data company passionate about providing remote monitoring solutions for the proactive care of chronic disease patients.
Our core expertise and IP is in continuous respiratory sensing. Spire Remote Patient Monitoring is used by pulmonologists and patients throughout the United States. To date our sensors have been worn by more than 150,000 people.",United States of America,"['Telehealth', 'Medical Devices', 'Digital Health']",Acquired
855,W15,"Lumi.com provides packaging and shipping supplies to online brands, from small businesses to leading ecommerce companies shipping millions of orders per month.",United States of America,"['E-Commerce', 'Supply Chain']",Acquired
846,W15,"At Chariot, we're focused on creating the world's first self-sustainable mass-transit system that relieves congestion while offering a comfortable, personalized commuting experience.

The core of our mission is universal access to better transportation. We envision cities where every commuter takes Chariot to work and home — regardless of income or location — which is why we prioritize affordability and flexibility as we expand. When the world runs on smarter routes, lower costs, and better ride experiences, we'll collectively take cars off the road and transform our twice-daily frustration into a part of your day you actually look forward to.

Chariot + Ford Smart Mobility

Ford Smart Mobility (FSM) was formed by the Ford Motor Company in 2015 to acquire and invest in innovative mobility startups and technologies.

Chariot is proud to be FSM's first acquisition, making it a cornerstone of the company's mobility strategy. With all the resources and influence Ford provides, Chariot is accelerating accomplishing its Mission.",United States of America,['Transportation'],Acquired
842,W15,"Raven Tech is a startup which focus on artificial intelligent, big data and the next generation operating system. Besides, Raven Tech is the fifth alumni of Microsoft Venture Accelerator and the only one startup team from mainland China in Y Combinator W15.",China,,Acquired
837,W15,"Vanhawks is both a hardware and software company with a goal of changing up the urban commute. Technology impacts our lives in countless ways – you’re connected, why shouldn’t your bike be?
Our product is the Valour, a connected, carbon fibre, commuter bicycle with built in GPS, blind-spot sensors, integrated front and back lights, and more. The Valour will radically change the way you ride.
Built upon safety first in mind, a turn by turn navigation is incorporated in the handle bar to keep your eyes on the road. A LED indicator lets you know when you are approaching your next turn, and you're alerted of any object in your blind spot.
To further enhance your cycling experience, the application tracks your riding history including calories burned, distance traveled, and much more, to serve you better.
The data it acquires is used to provide you with suggestions on which route will get you to your destination safest and fastest or help you burn the most calories.",Canada,"['IoT', 'Transportation']",Acquired
836,W15,"Today, water supplies are more scarce than ever before, requiring water utilities to operate more efficiently than anyone thought possible. That’s where we come in.

Like water, the flow of data from water utilities is both measurable and manageable. Valor helps utilities transform complicated data into simple solutions that can make a big difference. Some call it advanced water utility analytics. We call it all in a day’s work.",United States of America,,Acquired
830,W15,"SigOpt is the optimization platform that amplifies your research. SigOpt takes any research pipeline and tunes it, right in place. Our cloud-based ensemble of optimization algorithms is proven and seamless to deploy, and is used by globally recognized leaders within the insurance, credit card, algorithmic trading and consumer packaged goods industries.",United States of America,"['Machine Learning', 'SaaS', 'AI']",Acquired
829,W15,"Seed is simply a better way to bank. As a mobile first banking service designed with the small business in mind, Seed empowers small businesses with modern, easy-to-use digital tools and customer-support resources for starting, running, and growing a business. With Seed, business banking has never been easier. Learn more at https://seed.co",United States of America,['Fintech'],Acquired
825,W15,"Pretty Instantly streamlines the photography needs of over 2000 forward-thinking brands and non-profits. By handling all of the back-end logistics, staffing, editing, and delivery of photos for our clients, as well as building Interactive photography technology, Pretty Instant is the go-to solution for growing companies and reputable brands nationwide. ",United States of America,['B2B'],Acquired
824,W15,"Popular Pays is a platform connecting content Creators with Brands who want content to tell their stories. We’re tech-forward, with an in-house built iOS and web app (for creators) and dashboard (for brands) that delivers direct communication & powerful statistics to help you run a multiplatform campaign. To find out what we’re about, visit our website: www.popularpays.com.",United States of America,['Advertising'],Acquired
820,W15,"Outbound organizes the messages you send around the actions your customers take. We allow non-technical marketers and product people to set up automated email, push notification, SMS or voice messages when you need your users to take an action, then test how well each message works.",United States of America,"['Messaging', 'Analytics', 'Notifications']",Acquired
818,W15,"At Moltin, we believe that brand experiences should never be obscured by technology and that commerce development should be simple, lightweight and fun. 

Moltin is an API-first digital commerce solution that enables retailers to build distinctive shopping experiences and embed them into any consumer touchpoint. It combines an extremely flexible set of APIs, developer toolkits, pre-built applications and cloud infrastructure to make commerce development simple, lightweight and fast. Moltin APIs are the simplest, most powerful in the industry. Retailers can test new channels quickly, scale into new markets, and keep pace with ever-evolving consumer trends. With Moltin, commerce flows seamlessly across any channel, device and experience. 

Moltin has a rapidly growing community of more than 17,000 developers around the world, pushing the boundaries of traditional commerce.",United States of America,"['Payments', 'E-Commerce', 'API']",Acquired
814,W15,"NexTravel is a platform for companies to manage and streamline travel. We help companies get access to corporate/group negotiated rates for hotels, cars - making booking travel easier and more cost-effective. Email us at travel@nextravel.com or go to https://www.nextravel.com/ to find out more.",United States of America,"['Travel', 'Booking']",Acquired
801,W15,"WayUp is the #1 way to hire the right students and recent grads. We are the leading digital solution for employers to reach, engage, and recruit students and recent grads for internships and jobs. 

Find out more information at: http://www.wayup.com",United States of America,['Marketplace'],Acquired
800,W15,"Bonfire is the leading next-generation eSourcing / competitive bidding and RFx platform.  

Bonfire goes beyond the basic automation of eProcurement suites and older simple bidding tools, helping you to make better, faster decisions.  It’s a collaborative, powerful, and insightful cloud-based platform for today’s procurement needs.

We're focused on government procurement teams (which control ~18% of GDP) and enabling them to thrive in a world of crushing compliance requirements and very high workloads.

Bonfire streamlines the entire RFx and bidding process, helping to run projects >50% faster.  Bonfire empowers users with unparalleled evaluation features for deeper analysis, delivered through our distinctly intuitive and easy-to-use platform.

Bonfire is trusted with over a billion dollars of supplier selection decisions per month, and is one of the fastest growing new procurement technologies.
",Canada,"['SaaS', 'GovTech', 'Procurement']",Acquired
799,W15," Yhat (YC W15, pronounced y-hat) was an end-to-end data science platform. Acquired by Alteryx (NYSE:AYX)",United States of America,"['Artificial Intelligence', 'Machine Learning', 'Enterprise', 'Data Engineering']",Acquired
798,W15,"YesGraph helps your app grow by recommending exactly who a user should invite. We can help boost the performance of referral and invite flows in your app or web site.

We use machine learning and social graph analysis -- a lot like ""People You May Know"" on LinkedIn!",United States of America,"['Social', 'Referrals']",Acquired
796,W15,"Vest, on a mission to bring wider access to financial derivatives, manages investment products worth $30+ billion (as of May 29, 2024). Backed by private equity, the firm has a strategic partnership with Cboe Global Markets, Inc. (NASDAQ: CBOE), and First Trust, a global asset manager. 

Vest created Target Outcome Investments in 2013, which target a defined return profile, with an allowance for a specific level of risk, at a particular point in time. Today, Target Outcome Investments are available as mutual funds, exchange-traded funds (ETFs), unit investment trusts (UITs), collective investment trusts (CITs), and customizable managed accounts / sub-advisory services. 

The firm was launched and backed by preeminent venture firms such as Y-Combinator (Airbnb, Reddit, Dropbox), Payment Ventures (MicroVentures, CardFlight) and First Round Capital (Uber, Mint, Square).

See more at https://www.vestfin.com.",United States of America,"['Fintech', 'Investing']",Acquired
793,W15,"Remix’s mission is to help build more livable cities. Our software helps city planners understand their communities and design transportation systems that serve them. We’ve partnered with over 325 cities across 20 countries on 4 continents — and were continually seeking to grow our impact around the world.

Urban planning impacts everything from economic mobility to CO2 emissions, and our platform empowers local governments to transform their transportation systems, design safer streets, and implement new mobility options to better serve their communities.",United States of America,"['SaaS', 'Transportation', 'Mobility']",Acquired
792,W15,"MobyDish, a tech-enabled service, allowing anyone to place a catering order online in less than 3min to feed people from 10 to 1,000 people. We select the best restaurants, hire and train our fleet of drivers who will deliver and setup and we're proud to have the best customer service in the space. We also offer on site catering host and premium service that can be requested in up to 48hours in advance. 
We own our tech from online ordering, to manage and dispatch orders to drivers, and build customer relationship. 

We're used by top companies in the biggest cities in the US and we help for our customers with any needs from breakfast, lunch, happy hour and dinner. We are known for our flexibility, reliability and provide recurring and last-minute catering orders. ",United States of America,"['Food Service Robots & Machines', 'Food Tech']",Acquired
788,W15,"Smarking is a group of hyper-driven MIT PhDs, data scientists, engineers, transportation experts, and battle-tested business professionals working to solve the notorious parking problem via a unique enterprise approach. Smarking aims to enable highly efficient urban mobility by digitizing parking spaces and distributing parking inventory dynamically, in order to get the world ready for the connected, shared, and autonomous future. 

Backed by top VCs like Y Combinator and Khosla Ventures, Smarking has brought its solution to over 2,500 parking locations across North America. For the first time, cities, parking asset owners, and parking operators can make data-driven decisions easily. Smarking also launched the industry’s first fully automatic dynamic pricing engine, producing 40%-400% revenue uplifts for online sales at at parking locations Chicago, NYC, Boston, and many other cities. ",United States of America,"['SaaS', 'AI']",Acquired
785,W15,"Shift Labs makes medical devices that place technology and design on equal footing to create affordable solutions. We emphasize simplicity and create devices that serve the fastest growing healthcare markets in the world.

We believe that every person in the world deserves quality healthcare -- whether they are receiving care in the home, in an outpatient infusion center, or in an emerging market. 

We're a for-profit company committed to doing well, and doing good.

We believe Simple Saves Lives.
___

In true startup fashion, we have a strategy that emphasizes early revenue. So check out our first product DripAssist, a low-cost IV fluid monitor and alarm. Get precision monitoring of blood transfusions or fluid delivery at a fraction of the cost of an infusion pump. Purchase at http://www.shiftlabs.com/purchase-dripassist",United States of America,"['Hardware', 'Medical Devices']",Acquired
780,W15,"Paperspace is a cloud computing company creating simple and scalable accelerated computing applications. Our goal is to allow individuals and professional teams to seamlessly build and deploy computationally complex products and services.

Paperspace is backed by leading investors including Y Combinator and Initialized Capital.

Mission:
Our mission is to make cloud computing more accessible through radical simplicity, community-driven technical resources, and straightforward pricing.

--
To learn more about Paperspace, please visit https://www.paperspace.com/ or follow us on Twitter at: @hellopaperspace.",United States of America,"['Artificial Intelligence', 'Machine Learning']",Acquired
