id,batch,longDescription,country,tags,status
823,W15,"Pigeonly is a subscription-based platform that makes it easy for people to search, find, and communicate with an incarcerated loved from anywhere in the world.  Our technology cuts the cost of expensive prison calls by 80% and allows our customers to send their inmate printed photos, greeting cards, and more right from any cell phone, tablet, or computer. 

At the core of the Pigeonly business is our proprietary inmate API, Haystac, that searches and organizes millions of Federal, State, and County records in real-time to determine the location of 2MM+ inmates across all prison facilities. This makes it possible for our users to easily search, find, and connect with their incarcerated loved one using one or all of our 6 consumer-facing products.

Pigoenly's target market usually has to settle for poor product design and is often the victim of predatory business practices. At Pigeonly, we focus on providing quality products at affordable prices; pair that with five-star customer service to achieve a superb customer experience never seen in the market. We understand just how important this is to our customer because we are our customer.",United States of America,['GovTech'],Inactive
822,W15,"Dabble is a virtual photo studio for e-commerce powered by hyper-realistic CGI and computer vision. The demand for content in retail is skyrocketing due to the pandemic induced surge in online shopping, but product photography is still extremely slow, tedious and expensive. We’re building a platform to scale and automate product photography for every e-commerce brand.",Canada,"['Artificial Intelligence', 'Augmented Reality', 'Computer Vision']",Inactive
821,W15,Cinder designs and manufactures premium smart cooking appliances that empower people who love great food to evolve the way they cook and eat at home.,United States of America,['Hardware'],Inactive
819,W15,"Nextop IO is a mobile content delivery network (CDN) that optimizes the path between mobile applications and back ends. It offers a client-side networking library that integrates with iOS and Android operating systems; network of proxies that speaks a custom protocol to optimize delivery times, throughput, and data and battery usage; and metrics to visually monitor and debug connection quality in its users’ applications.

Nextop IO was launched in 2014.",,"['Developer Tools', 'DevOps']",Inactive
812,W15,"Glassjar designs and develops software that enables its users to manage their flat's shared expenses. It offers Flatting, a software product that enables its users to keep track of their flat's expenses, including flat account, flat-mates, and payments. The company offers a dashboard that provides an overview of their flat accounts, such as how much is available to spend, each person’s ledger, and summaries of their previous spending.

Glassjar was founded by Matthew Galloway and George Smith in 2013; and is headquartered in Wellington, New Zealand.",United States of America,"['Fintech', 'Payments']",Inactive
804,W15,"Dealyze is an in-store digital custom rewards and referral program with automated marketing tools for small businesses that is proven to bring back customers. Tailored to your specific needs, Dealyze ensures every transaction is a chance to build a relationship. Our mission is to bring a powerful digital marketing platform to any store. We hope to even the playing field by doing our part in building the next generation of business tools. Dealyze has the backing of top-tier investors including Y-Combinator. The company is headquartered in Silicon Valley.

Visit www.Dealyze.com to learn more about the company, schedule a demo, or just inquire about joining us.",United States of America,"['Retail Tech', 'Retail']",Inactive
795,W15,Underground Cellar is a leading wine e-commerce company that is changing the way wine is bought and sold in the $70B consumer US wine market through ‘gamification’. We provide a unique and exciting experience that gives wine buyers a great value by using upgrades instead of discounts. Wine sellers love Underground Cellar too as it allows them to quickly sell bottles while protecting their brand.,United States of America,"['Marketplace', 'E-commerce', 'Food & Beverage']",Inactive
794,W15,Rare Door is an ecommerce platform that helps user discover and buy great products available in nearby stores.,United States of America,"['E-Commerce', 'Retail']",Inactive
784,W15,"Messaging solution that retail employees use every day

Reduce employee turnover and save managers time",United States of America,"['Restaurant Tech', 'Retail']",Inactive
783,W15,Rescheduling for residency programs. Rescheduling is one of the largest logistics pain points in hospitals and residency programs. Reschedule provides an end-to-end work flow to manage graduate medical education scheduling.,United States of America,"['Scheduling', 'Healthcare']",Inactive
